time,year,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,statID,locationSource,magSource
2021-05-28T15:25:21.840Z,2021,39.1221667,-120.0286667,7.02,4.15,mw,37,67,0.1141,0.11,NC,NC73566711,2021-08-07T22:05:44.040Z,"10km SE of Dollar Point, CA",earthquake,0.18,0.59,,3,reviEWed,NC,NC
2021-05-25T18:24:57.289Z,2021,36.28616667,-99.91466667,7.67,4.05,mwr,62,136,0,0.13,OK,OK2021kemx,2021-07-31T22:09:43.040Z,"3 km WNW of Shattuck, OKlahoma",earthquake,,0.8,,26,reviEWed,OK,ID
2021-05-20T03:43:52.192Z,2021,38.1634,-117.8509,8.9,4,ml,28,47.44,0.016,0.112,NV,NV00807638,2021-07-24T21:08:27.040Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.3,13,reviEWed,NV,NV
2021-05-08T08:13:52.766Z,2021,38.192,-117.8644,5.2,4.4,ml,26,39.68,0.031,0.1236,NV,NV00806762,2021-07-23T18:08:20.040Z,"30 km SE of Mina, Nevada",earthquake,,0.9,0.22,9,reviEWed,NV,NV
2021-05-07T04:35:14.150Z,2021,39.461,-120.3145,10.12,4.65,mw,19,50,0.03461,0.09,NC,NC73559265,2021-09-21T01:40:57.403Z,"19km NW of Truckee, CA",earthquake,0.24,0.54,,3,reviEWed,NC,NC
2021-04-28T11:57:24.950Z,2021,38.1672,-116.7295,8.3,4.1,ml,16,72.84,0.399,0.1758,NV,NV00806025,2021-07-07T18:37:09.040Z,"45 km ENE of Tonopah, Nevada",earthquake,,4.5,0.33,10,reviEWed,NV,NV
2021-04-20T09:48:34.270Z,2021,40.188,-123.5988333,33.89,4.03,mw,49,40,0.08529,0.18,NC,NC73552000,2021-07-03T16:48:41.040Z,"20km ENE of Redway, CA",earthquake,0.26,0.6,,4,reviEWed,NC,NC
2021-04-14T23:54:02.974Z,2021,35.85296631,-101.0077374,7.70324707,4.3,ml,21,85,0.664425269,0.3,TX,TX2021hiaf,2021-06-19T21:25:39.040Z,"34 km NVE of Skellytown, Texas",earthquake,2.077357156,2.078053458,0.1,7,reviEWed,TX,TX
2021-04-05T11:44:01.950Z,2021,33.9405,-118.3333333,19.34,4,mw,188,39,0.01933,0.25,CA,CA39838928,2021-09-18T03:30:06.427Z,"2km E of LeNVox, CA",earthquake,0.14,0.2,,4,reviEWed,CA,CA
2021-04-02T19:08:02.666Z,2021,38.1774,-117.8718,8.3,4.3,ml,31,40.28,0.016,0.1464,NV,NV00804187,2021-07-29T16:50:47.275Z,"31 km SE of Mina, Nevada",earthquake,,0.5,0.16,14,reviEWed,NV,NV
2021-04-02T08:21:35.290Z,2021,40.3035,-124.601,19.11,4.36,mw,58,230,0.1982,0.16,NC,NC73545020,2021-08-31T16:26:16.026Z,"27km W of Petrolia, CA",earthquake,0.48,0.3,,4,reviEWed,NC,NC
2021-03-31T08:56:25.940Z,2021,32.3903333,-115.2498333,19.22,4.75,mw,54,71,0.05499,0.32,CA,CA39596135,2021-06-08T17:59:22.040Z,"7km NW of Delta, B.C., MX",earthquake,0.46,0.94,,6,reviEWed,CA,CA
2021-03-30T16:04:05.925Z,2021,38.1718,-118.07,3.8,4.4,ml,32,41.86,0.019,0.1632,NV,NV00803678,2021-07-27T22:21:01.599Z,"24 km S of Mina, Nevada",earthquake,,0.8,0.28,13,reviEWed,NV,NV
2021-02-19T13:56:57.950Z,2021,36.96366667,-98.09383333,7,4.2,mwr,98,96,0,0.15,OK,OK2021dmpg,2021-09-20T07:05:58.993Z,"6 km SW of MaNChester, OKlahoma",earthquake,,0.3,,39,reviEWed,OK,ID
2021-02-12T23:57:13.500Z,2021,36.2183333,-117.9266667,3.11,4.03,mw,37,40,0.1112,0.18,CA,CA39550567,2021-04-23T21:04:25.040Z,"10km SE of OlaNCha, CA",earthquake,0.22,0.63,,4,reviEWed,CA,CA
2021-02-05T17:48:45.719Z,2021,36.289,-97.51583333,6.67,4.2,mwr,89,27,0,0.21,OK,OK2021cnhw,2021-04-22T21:50:27.040Z,"5 km WNW of LuCAen, OKlahoma",earthquake,,0.4,,36,reviEWed,OK,ID
2021-01-17T04:01:27.110Z,2021,36.8673333,-121.6105,8.32,4.2,mw,153,27,0.03114,0.14,NC,NC73512355,2021-07-09T01:43:10.903Z,"4km SE of Aromas, CA",earthquake,0.1,0.19,,4,reviEWed,NC,NC
2021-01-17T02:49:08.800Z,2021,36.1876667,-118.0938333,1.11,4.02,mw,46,48,0.1358,0.19,CA,CA39759376,2021-03-27T21:04:57.040Z,"13km SW of OlaNCha, CA",earthquake,0.17,0.54,,6,reviEWed,CA,CA
2021-01-03T05:35:27.899Z,2021,42.5663,-111.4286,5.33,4.2,mwr,,43,0.313,0.53,ID,ID6000d55e,2021-03-13T22:58:56.040Z,"10 km NVW of Georgetown, Idaho",earthquake,1.1,4.8,0.037,69,reviEWed,ID,ID
2021-01-02T14:42:23.790Z,2021,36.6085,-121.2125,6.32,4.32,mw,66,67,0.08224,0.11,NC,NC73506045,2021-08-31T16:40:11.295Z,"10km NW of PiNVacles, CA",earthquake,0.14,0.5,,4,reviEWed,NC,NC
2020-12-31T20:44:20.034Z,2020,32.2951,-101.7941,5,4,mwr,,35,0.316,0.41,ID,ID6000d4mj,2021-03-06T23:21:06.040Z,"18 km N of Stanton, Texas",earthquake,1.5,1.9,0.04,60,reviEWed,ID,ID
2020-12-22T00:30:00.240Z,2020,32.3371667,-115.3908333,15.21,4.05,mw,54,76,0.1096,0.32,CA,CA39500455,2021-07-19T21:07:19.912Z,"19km W of Delta, B.C., MX",earthquake,0.41,0.68,,6,reviEWed,CA,CA
2020-12-20T02:11:06.190Z,2020,38.2731667,-108.9293333,0.02,4.32,ml,22,83,0.05148,0.13,UN,UN60422367,2021-02-27T23:26:22.040Z,"28 km E of La Sal, Utah",earthquake,0.26,0.88,0.185,14,reviEWed,UN,UN
2020-12-15T00:35:22.346Z,2020,38.1598,-117.942,10.8,4.3,ml,33,27.42,0.025,0.1472,NV,NV00792265,2021-02-20T16:12:07.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,0.18,15,reviEWed,NV,NV
2020-12-14T21:20:10.831Z,2020,38.1554,-118.1231,5.2,4.7,ml,33,42.76,0.056,0.1432,NV,NV00792158,2021-02-20T16:12:06.040Z,"26 km S of Mina, Nevada",earthquake,,1.8,0.51,12,reviEWed,NV,NV
2020-12-12T07:50:52.930Z,2020,38.1497,-118.1008,6.4,4.9,ml,30,43.01,0.04,0.1745,NV,NV00791435,2021-02-20T16:11:27.040Z,"26 km S of Mina, Nevada",earthquake,,1.1,0.2,13,reviEWed,NV,NV
2020-12-06T15:03:33.260Z,2020,39.0376667,-123.0671667,4.95,4.39,mw,74,52,0.0443,0.1,NC,NC73494405,2021-02-12T22:39:42.040Z,"13km W of Lakeport, CA",earthquake,0.17,0.4,,4,reviEWed,NC,NC
2020-12-03T05:15:29.993Z,2020,38.175,-118.0654,5,4.9,ml,30,41.69,0.018,0.1367,NV,NV00788443,2021-02-12T22:38:31.040Z,"24 km S of Mina, Nevada",earthquake,,0.8,0.25,13,reviEWed,NV,NV
2020-12-03T03:18:10.464Z,2020,38.1654,-117.858,4.6,4,ml,22,38.94,0.011,0.1345,NV,NV00788378,2021-02-12T22:38:29.040Z,"33 km SE of Mina, Nevada",earthquake,,0.7,0.28,9,reviEWed,NV,NV
2020-12-02T04:49:28.774Z,2020,38.1692,-118.0711,4.1,4.4,ml,28,41.98,0.018,0.1205,NV,NV00787479,2021-02-12T22:38:08.040Z,"24 km S of Mina, Nevada",earthquake,,0.8,0.23,13,reviEWed,NV,NV
2020-12-02T02:24:00.000Z,2020,38.1674,-118.0867,4.76,4.3,MN,,113,0.226,0.3,ID,ID7000clvy,2021-02-12T22:38:03.040Z,CAlifornia-Nevada border region,earthquake,4.9,4.1,0.216,6,reviEWed,ID,ID
2020-12-02T02:23:45.029Z,2020,38.1754,-118.0725,4.3,4.4,ml,25,41.69,0.022,0.149,NV,NV00787309,2021-02-12T22:38:03.040Z,"24 km S of Mina, Nevada",earthquake,,1.1,0.26,11,reviEWed,NV,NV
2020-12-01T23:47:05.591Z,2020,38.1675,-118.0813,5.6,4.3,ml,34,42.09,0.024,0.1649,NV,NV00787133,2021-02-06T18:29:36.040Z,"24 km S of Mina, Nevada",earthquake,,0.8,0.16,16,reviEWed,NV,NV
2020-12-01T23:43:08.516Z,2020,38.1727,-118.0703,4.8,4.3,ml,33,41.81,0.019,0.1298,NV,NV00787124,2021-02-06T18:29:36.040Z,"24 km S of Mina, Nevada",earthquake,,0.7,0.25,16,reviEWed,NV,NV
2020-12-01T23:32:56.573Z,2020,38.1637,-118.0837,5,5.1,ml,21,42.28,0.025,0.1986,NV,NV00787105,2021-02-06T18:29:35.040Z,"25 km S of Mina, Nevada",earthquake,,2.5,0.25,11,reviEWed,NV,NV
2020-11-25T13:43:46.551Z,2020,44.3285,-115.0418,10,4.1,MN,,55,0.13,0.7,ID,ID6000csgs,2021-02-06T18:28:07.040Z,"14 km NW of Stanley, Idaho",earthquake,2.6,2,0.213,6,reviEWed,ID,ID
2020-11-20T10:10:05.966Z,2020,38.1746,-117.8015,7.4,4,ml,31,54.57,0.056,0.1356,NV,NV00785349,2021-02-03T17:50:03.040Z,"36 km SE of Mina, Nevada",earthquake,,0.8,0.23,14,reviEWed,NV,NV
2020-11-15T20:48:22.940Z,2020,44.3493,-115.0379,4.72,4.1,mwr,,58,0.149,0.72,ID,ID7000cfdd,2021-01-27T17:29:43.040Z,"16 km NVW of Stanley, Idaho",earthquake,2.3,6.3,0.043,52,reviEWed,ID,ID
2020-11-13T10:54:31.661Z,2020,44.3662,-115.1906,10,4.1,mwr,,40,0.223,1.04,ID,ID7000cecl,2021-01-27T17:29:00.040Z,"26 km NW of Stanley, Idaho",earthquake,1.7,1.9,0.029,111,reviEWed,ID,ID
2020-11-13T09:29:24.412Z,2020,38.1718,-117.7965,10.1,4.3,ml,34,57.21,0.06,0.1644,NV,NV00782950,2021-01-27T17:28:59.040Z,"36 km SE of Mina, Nevada",earthquake,,0.7,0.25,15,reviEWed,NV,NV
2020-11-13T09:15:31.744Z,2020,38.1787,-117.8544,9.03,4,ml,,41,0.021,0.76,ID,ID7000cefr,2021-01-27T17:29:03.040Z,"32 km SE of Mina, Nevada",earthquake,1.3,6.1,0.085,18,reviEWed,ID,ID
2020-11-13T09:13:51.862Z,2020,38.1693,-117.8533,4.8,5.3,ml,34,38.45,0.016,0.1165,NV,NV00782942,2021-04-27T07:04:53.937Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.23,13,reviEWed,NV,NV
2020-11-06T19:29:35.687Z,2020,44.3048,-115.2554,10,4,mwr,,29,0.946,0.69,ID,ID7000cbhq,2021-01-23T22:25:32.040Z,"27 km WNW of Stanley, Idaho",earthquake,2.9,2,0.04,61,reviEWed,ID,ID
2020-10-03T11:47:43.960Z,2020,38.092,-112.4198333,8.34,4.42,ml,37,41,0.4559,0.21,UN,UN60412957,2021-05-05T19:12:26.576Z,"15 km SW of CArcleville, Utah",earthquake,0.34,0.69,0.151,23,reviEWed,UN,UN
2020-10-01T03:37:04.380Z,2020,33.0518333,-115.575,8.65,4.02,ml,11,90,0.01473,0.21,CA,CA37456405,2020-12-12T22:28:30.040Z,"5km ENE of Westmorland, CA",earthquake,0.48,0.83,0.148,6,reviEWed,CA,CA
2020-10-01T03:36:34.130Z,2020,33.0661667,-115.5971667,5.68,4.45,mw,64,40,0.03064,0.29,CA,CA39643328,2021-02-08T05:04:36.726Z,"4km NE of Westmorland, CA",earthquake,0.21,0.51,,6,reviEWed,CA,CA
2020-10-01T01:10:25.750Z,2020,33.0443333,-115.5928333,11.39,4.12,mw,68,46,0.01099,0.29,CA,CA39641880,2021-08-26T18:10:25.930Z,"3km ENE of Westmorland, CA",earthquake,0.21,0.43,,5,reviEWed,CA,CA
2020-10-01T00:58:13.850Z,2020,33.065,-115.5931667,11.07,4.09,mw,102,41,0.02829,0.28,CA,CA39641768,2021-08-26T18:04:22.670Z,"4km NE of Westmorland, CA",earthquake,0.15,0.34,,6,reviEWed,CA,CA
2020-10-01T00:41:18.390Z,2020,33.0713333,-115.5983333,11.22,4.18,mw,68,39,0.03575,0.24,CA,CA39641616,2020-12-12T22:28:26.040Z,"4km NVE of Westmorland, CA",earthquake,0.18,0.43,,4,reviEWed,CA,CA
2020-10-01T00:31:27.280Z,2020,33.0546667,-115.5906667,14.19,4.93,mw,92,46,0.01794,0.28,CA,CA39641528,2021-08-17T20:36:55.710Z,"4km NE of Westmorland, CA",earthquake,0.2,0.44,,7,reviEWed,CA,CA
2020-09-30T23:31:51.790Z,2020,33.053,-115.5955,4.78,4.35,mw,97,46,0.01861,0.3,CA,CA39641064,2021-02-08T05:04:37.544Z,"3km NE of Westmorland, CA",earthquake,0.17,0.41,,4,reviEWed,CA,CA
2020-09-19T06:38:46.930Z,2020,34.038,-118.08,16.87,4.54,mw,236,16,0.01273,0.25,CA,CA38695658,2021-09-04T16:56:09.816Z,"3km WSW of South El Monte, CA",earthquake,0.11,0.22,,6,reviEWed,CA,CA
2020-09-15T16:33:36.485Z,2020,38.1597,-117.9623,11.6,4.2,ml,34,41.81,0.021,0.1609,NV,NV00773931,2021-02-11T23:22:18.837Z,"28 km SSE of Mina, Nevada",earthquake,,0.5,0.27,18,reviEWed,NV,NV
2020-09-11T07:55:45.450Z,2020,36.4406667,-117.9945,3.93,4.22,ml,45,66,0.06908,0.18,CA,CA38683914,2020-11-21T20:10:36.040Z,"18km SSE of Lone Pine, CA",earthquake,0.18,0.57,0.14,320,reviEWed,CA,CA
2020-09-08T20:24:29.178Z,2020,44.5345,-115.1538,10,4.4,mwr,,56,0.468,0.67,ID,ID7000bjzi,2020-11-17T19:44:56.040Z,"39 km NVW of Stanley, Idaho",earthquake,6.6,1.9,0.051,37,reviEWed,ID,ID
2020-09-08T20:23:48.681Z,2020,44.5247,-115.1794,10,4,mwr,,53,0.451,1.35,ID,ID7000bjyq,2020-11-17T19:44:56.040Z,"39 km NVW of Stanley, Idaho",earthquake,2.4,2,,33,reviEWed,ID,slm
2020-08-19T17:32:11.070Z,2020,36.4786667,-117.5141667,-0.57,4.72,mw,53,48,0.2161,0.17,CA,CA39584648,2020-10-31T19:06:08.040Z,"36km WSW of Stovepipe Wells, CA",earthquake,0.15,0.45,,6,reviEWed,CA,CA
2020-08-19T00:55:23.190Z,2020,39.3605,-123.2458333,8.19,4.22,mw,65,33,0.06711,0.09,NC,NC73446356,2020-10-31T19:06:07.040Z,"11km ESE of Willits, CA",earthquake,0.13,0.33,,4,reviEWed,NC,NC
2020-08-17T15:30:33.530Z,2020,31.5366667,-115.6613333,16.22,5.12,mw,42,231,0.5267,0.34,CA,CA39347679,2021-05-26T02:50:04.036Z,"88km ESE of Maneadero, B.C., MX",earthquake,0.72,0.81,,6,reviEWed,CA,CA
2020-08-10T19:29:29.720Z,2020,33.2653333,-115.6841667,2.87,4.03,mw,86,40,0.08923,0.25,CA,CA39339191,2020-10-21T22:04:05.040Z,"10km SSE of BoMNay Beach, CA",earthquake,0.19,0.4,,4,reviEWed,CA,CA
2020-08-10T15:56:14.330Z,2020,33.2468333,-115.69,2.07,4.59,mw,86,40,0.08504,0.29,CA,CA39338407,2020-10-21T22:04:04.040Z,"12km SSE of BoMNay Beach, CA",earthquake,0.21,31.61,,7,reviEWed,CA,CA
2020-08-09T12:07:37.650Z,2020,36.4743333,-81.0865,4.14,5.1,mw,34,50,0.4521,0.38,SE,SE60324281,2021-09-17T21:12:22.865Z,"4 km SE of Sparta, North CArolina",earthquake,0.4,1.81,,0,reviEWed,SE,SE
2020-08-08T02:11:30.459Z,2020,44.1656,-115.0977,10,4.2,mwr,,27,0.779,0.87,ID,ID6000baxj,2021-01-03T17:39:56.127Z,"13 km WSW of Stanley, Idaho",earthquake,4.7,1.8,0.032,95,reviEWed,ID,ID
2020-07-30T11:29:29.050Z,2020,34.3016667,-118.4383333,8.85,4.17,mw,196,14,0.03917,0.26,CA,CA39322287,2021-07-17T16:31:46.331Z,"1km SE of Sylmar, CA",earthquake,0.12,0.32,,6,reviEWed,CA,CA
2020-07-26T02:06:28.540Z,2020,38.1836,-117.7546,12.6,4.4,ml,24,57.87,0.044,0.198,NV,NV00763220,2020-10-03T17:32:23.040Z,"38 km SE of Mina, Nevada",earthquake,,0.7,0.39,9,reviEWed,NV,NV
2020-07-23T17:10:35.216Z,2020,38.1053,-117.9224,11.3,4.2,ml,31,43.76,0.045,0.1212,NV,NV00762457,2021-02-16T17:23:49.894Z,"35 km SSE of Mina, Nevada",earthquake,,0.6,0.39,18,reviEWed,NV,NV
2020-07-10T08:15:23.217Z,2020,44.0919,-115.0844,10,4.1,mwr,,106,0.255,1.39,ID,ID7000al8x,2020-09-19T20:58:03.040Z,"18 km SW of Stanley, Idaho",earthquake,1.8,2,0.044,49,reviEWed,ID,ID
2020-07-06T06:12:54.847Z,2020,38.1856,-117.8907,5.6,4.5,ml,30,48.55,0.028,0.157,NV,NV00757297,2020-09-11T22:14:19.040Z,"29 km SE of Mina, Nevada",earthquake,,0.7,0.33,10,reviEWed,NV,NV
2020-06-30T09:24:23.549Z,2020,38.1539,-117.9583,8.3,5,ml,28,44.32,0.015,0.2511,NV,NV00755218,2020-09-05T17:35:36.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.9,0.28,7,reviEWed,NV,NV
2020-06-25T05:20:59.627Z,2020,44.3989,-115.1814,7.54,4.6,mwr,,75,0.34,0.64,ID,ID7000aanf,2020-10-08T17:26:42.977Z,"27 km NW of Stanley, Idaho",earthquake,2.6,4.7,0.028,119,reviEWed,ID,ID
2020-06-24T17:59:19.960Z,2020,36.456,-117.9311667,9.62,4.59,mw,44,62,0.1212,0.19,CA,CA39494008,2020-09-05T17:35:16.040Z,"19km SE of Lone Pine, CA",earthquake,0.2,0.44,,6,reviEWed,CA,CA
2020-06-24T17:40:49.240Z,2020,36.4468333,-117.9751667,4.66,5.8,mw,48,67,0.08494,0.19,CA,CA39493944,2021-09-18T04:39:54.695Z,"18km SSE of Lone Pine, CA",earthquake,0.18,0.66,,6,reviEWed,CA,CA
2020-06-23T00:25:46.390Z,2020,36.4466667,-117.984,2.26,4.65,mw,51,74,0.07783,0.22,CA,CA39490952,2021-02-13T00:11:34.391Z,"17km SSE of Lone Pine, CA",earthquake,0.19,0.83,,6,reviEWed,CA,CA
2020-06-21T03:15:41.689Z,2020,36.35883333,-97.35883333,7.78,4.2,mwr,97,35,0,0.2,OK,OK2020mcmz,2020-08-30T00:00:58.040Z,"9 km NW of Perry, OKlahoma",earthquake,,0.5,,36,reviEWed,OK,ID
